Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Inventory Qty,Variant Inventory Policy,Image Src,Image Alt,SEO Title,SEO Description
windows-11-pro-retail,Windows 11 Pro Retail,"<p>Licenta <strong>Windows 11 Pro Retail</strong> originala Microsoft. Activare online simpla si rapida.</p><ul><li>Tip: Retail (transferabila pe alt PC)</li><li>Livrare: Instant prin email</li><li>Compatibil: PC/Laptop cu procesor 64-bit</li><li>Activare: Online sau telefonic</li><li>Garantie: 30 de zile</li></ul><p>Licenta Retail iti permite sa transferi Windows 11 Pro pe un alt calculator in viitor, oferind flexibilitate maxima.</p>",Microsoft,Software License,"Windows, Windows 11, Sistem Operare, Retail",TRUE,Title,Default,WIN11-PRO-RTL,39.00,99.00,FALSE,TRUE,999,continue,,Windows 11 Pro Retail,Windows 11 Pro Retail — Licenta originala Microsoft. Activare instant. 39 lei in loc de 99 lei. Garantie 30 zile.
windows-11-pro-oem,Windows 11 Pro OEM,"<p>Licenta <strong>Windows 11 Pro OEM</strong> originala Microsoft. Legata de hardware-ul curent.</p><ul><li>Tip: OEM (legata de PC-ul curent)</li><li>Livrare: Instant prin email</li><li>Compatibil: PC/Laptop cu procesor 64-bit</li><li>Activare: Online</li><li>Garantie: 30 de zile</li></ul><p>Ideal pentru PC-uri si laptopuri fixe pe care nu intentionezi sa le schimbi.</p>",Microsoft,Software License,"Windows, Windows 11, Sistem Operare, OEM",TRUE,Title,Default,WIN11-PRO-OEM,59.00,99.00,FALSE,TRUE,999,continue,,Windows 11 Pro OEM,Windows 11 Pro OEM — Licenta Microsoft originala. Activare instant. 59 lei. Garantie 30 zile.
windows-11-home-oem,Windows 11 Home OEM,"<p>Licenta <strong>Windows 11 Home OEM</strong> originala Microsoft pentru uz personal.</p><ul><li>Tip: OEM</li><li>Livrare: Instant prin email</li><li>Compatibil: PC/Laptop 64-bit</li><li>Activare: Online</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Windows, Windows 11, Sistem Operare, Home, OEM",TRUE,Title,Default,WIN11-HOME-OEM,59.00,89.00,FALSE,TRUE,999,continue,,Windows 11 Home OEM,Windows 11 Home OEM — Licenta Microsoft originala. 59 lei. Livrare instant. Garantie 30 zile.
windows-10-pro-oem,Windows 10 Pro OEM,"<p>Licenta <strong>Windows 10 Pro OEM</strong> originala Microsoft. Suport Microsoft pana in 2025.</p><ul><li>Tip: OEM</li><li>Livrare: Instant prin email</li><li>Compatibil: PC/Laptop 32-bit sau 64-bit</li><li>Activare: Online</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Windows, Windows 10, Sistem Operare, OEM",TRUE,Title,Default,WIN10-PRO-OEM,59.00,99.00,FALSE,TRUE,999,continue,,Windows 10 Pro OEM,Windows 10 Pro OEM — Licenta Microsoft originala. 59 lei. Livrare instant. Garantie 30 zile.
windows-10-home-oem,Windows 10 Home OEM,"<p>Licenta <strong>Windows 10 Home OEM</strong> originala Microsoft pentru uz casnic.</p><ul><li>Tip: OEM</li><li>Livrare: Instant prin email</li><li>Compatibil: PC/Laptop 32 sau 64-bit</li><li>Activare: Online</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Windows, Windows 10, Sistem Operare, Home, OEM",TRUE,Title,Default,WIN10-HOME-OEM,59.00,89.00,FALSE,TRUE,999,continue,,Windows 10 Home OEM,Windows 10 Home OEM — Licenta Microsoft. 59 lei. Livrare instant. Garantie 30 zile.
windows-server-2025-standard,Windows Server 2025 Standard,"<p>Licenta <strong>Windows Server 2025 Standard</strong> originala Microsoft pentru servere si medii business.</p><ul><li>Editie: Standard</li><li>Livrare: Instant prin email</li><li>Utilizare: Servere fizice sau virtualizate</li><li>Activare: Online sau telefonic</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Windows, Server, Windows Server 2025, Business",TRUE,Title,Default,WIN-SRV-2025-STD,99.00,189.00,FALSE,TRUE,999,continue,,Windows Server 2025 Standard,Windows Server 2025 Standard — Licenta Microsoft originala. 99 lei. Livrare instant. Garantie 30 zile.
windows-server-2022-standard,Windows Server 2022 Standard,"<p>Licenta <strong>Windows Server 2022 Standard</strong> originala Microsoft. Solutie stabila pentru medii business.</p><ul><li>Editie: Standard</li><li>Livrare: Instant prin email</li><li>Activare: Online sau telefonic</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Windows, Server, Windows Server 2022, Business",TRUE,Title,Default,WIN-SRV-2022-STD,89.00,179.00,FALSE,TRUE,999,continue,,Windows Server 2022 Standard,Windows Server 2022 Standard — Licenta Microsoft originala. 89 lei. Livrare instant. Garantie 30 zile.
office-2024-pro-plus-online,Office 2024 Pro Plus LTSC (Activare Online),"<p>Licenta <strong>Microsoft Office 2024 Professional Plus LTSC</strong> cu activare online.</p><ul><li>Include: Word, Excel, PowerPoint, Outlook, Teams, OneNote, Access, Publisher</li><li>Tip activare: Online (recomandat)</li><li>Versiune: LTSC 2024 (fara abonament)</li><li>Livrare: Instant prin email</li><li>Compatibil: Windows 10/11 (64-bit)</li><li>Garantie: 30 de zile</li></ul><p>Office 2024 LTSC este versiunea perpetua — platesti o singura data, folosesti pe viata, fara abonament lunar.</p>",Microsoft,Software License,"Office, Office 2024, Microsoft Office, Pro Plus, LTSC",TRUE,Title,Default,OFF2024-PP-ONLINE,79.00,139.00,FALSE,TRUE,999,continue,,Office 2024 Pro Plus LTSC Online,Microsoft Office 2024 Pro Plus LTSC activare online. 79 lei in loc de 139 lei. Word Excel PowerPoint. Livrare instant.
office-2024-pro-plus-telefon,Office 2024 Pro Plus LTSC (Activare Telefon),"<p>Licenta <strong>Microsoft Office 2024 Professional Plus LTSC</strong> cu activare telefonica.</p><ul><li>Include: Word, Excel, PowerPoint, Outlook, Teams, OneNote, Access, Publisher</li><li>Tip activare: Telefonic</li><li>Versiune: LTSC 2024 (fara abonament)</li><li>Livrare: Instant prin email</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Office, Office 2024, Microsoft Office, Pro Plus, LTSC, Telefon",TRUE,Title,Default,OFF2024-PP-TEL,49.00,89.00,FALSE,TRUE,999,continue,,Office 2024 Pro Plus LTSC Telefon,Microsoft Office 2024 Pro Plus LTSC activare telefonica. 49 lei. Livrare instant. Garantie 30 zile.
office-2021-pro-plus-telefon,Office 2021 Pro Plus (Activare Telefon),"<p>Licenta <strong>Microsoft Office 2021 Professional Plus</strong> cu activare telefonica.</p><ul><li>Include: Word, Excel, PowerPoint, Outlook, OneNote, Access, Publisher</li><li>Tip activare: Telefonic</li><li>Livrare: Instant prin email</li><li>Compatibil: Windows 10/11</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Office, Office 2021, Microsoft Office, Pro Plus, Telefon",TRUE,Title,Default,OFF2021-PP-TEL,25.00,89.00,FALSE,TRUE,999,continue,,Office 2021 Pro Plus Telefon,Microsoft Office 2021 Pro Plus activare telefonica. 25 lei. Livrare instant. Garantie 30 zile.
office-2019-pro-plus-telefon,Office 2019 Pro Plus (Activare Telefon),"<p>Licenta <strong>Microsoft Office 2019 Professional Plus</strong> cu activare telefonica.</p><ul><li>Include: Word, Excel, PowerPoint, Outlook, OneNote, Access, Publisher</li><li>Tip activare: Telefonic</li><li>Livrare: Instant prin email</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Office, Office 2019, Microsoft Office, Pro Plus, Telefon",TRUE,Title,Default,OFF2019-PP-TEL,29.00,79.00,FALSE,TRUE,999,continue,,Office 2019 Pro Plus Telefon,Microsoft Office 2019 Pro Plus activare telefonica. 29 lei. Livrare instant. Garantie 30 zile.
office-2016-pro-plus-telefon,Office 2016 Pro Plus (Activare Telefon),"<p>Licenta <strong>Microsoft Office 2016 Professional Plus</strong> cu activare telefonica.</p><ul><li>Include: Word, Excel, PowerPoint, Outlook, OneNote, Access, Publisher</li><li>Tip activare: Telefonic</li><li>Livrare: Instant prin email</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Office, Office 2016, Microsoft Office, Pro Plus, Telefon",TRUE,Title,Default,OFF2016-PP-TEL,29.00,59.00,FALSE,TRUE,999,continue,,Office 2016 Pro Plus Telefon,Microsoft Office 2016 Pro Plus activare telefonica. 29 lei. Livrare instant. Garantie 30 zile.
office-2024-home-business,Office 2024 Home & Business PC/MAC,"<p>Licenta <strong>Microsoft Office 2024 Home & Business</strong> pentru PC sau Mac.</p><ul><li>Include: Word, Excel, PowerPoint, OneNote, Outlook</li><li>Compatibil: Windows 10/11 si macOS</li><li>Tip: Retail (transferabila)</li><li>Livrare: Instant prin email</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Office, Office 2024, Home Business, MAC, Windows, Retail",TRUE,Title,Default,OFF2024-HB,729.00,,FALSE,TRUE,999,continue,,Office 2024 Home Business PC MAC,Microsoft Office 2024 Home Business pentru PC si MAC. 729 lei. Livrare instant. Garantie 30 zile.
bundle-win11-office2024,Pachet Windows 11 Pro + Office 2024 Pro Plus,"<p>Pachetul <strong>Windows 11 Pro + Office 2024 Pro Plus LTSC</strong> — tot ce ai nevoie pe un calculator nou sau reinnoit.</p><ul><li>Windows 11 Pro Retail/OEM</li><li>Office 2024 Pro Plus LTSC (activare online)</li><li>Economie: 139 lei fata de cumpararea separata</li><li>Livrare: Instant prin email</li><li>Garantie: 30 de zile pentru ambele licente</li></ul>",Microsoft,Bundle,"Bundle, Windows 11, Office 2024, Pachet, Promotie",TRUE,Title,Default,BDL-WIN11-OFF2024,99.00,238.00,FALSE,TRUE,999,continue,,Pachet Windows 11 Pro + Office 2024,Pachet Windows 11 Pro + Office 2024 Pro Plus. 99 lei in loc de 238 lei. Economie 139 lei. Livrare instant.
bundle-win11-office2021,Pachet Windows 11 Pro + Office 2021 Pro Plus,"<p>Pachetul <strong>Windows 11 Pro + Office 2021 Pro Plus</strong> — combinatie ideala pentru uz zilnic.</p><ul><li>Windows 11 Pro Retail/OEM</li><li>Office 2021 Pro Plus (activare telefonica)</li><li>Economie: 99 lei fata de cumpararea separata</li><li>Livrare: Instant prin email</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Bundle,"Bundle, Windows 11, Office 2021, Pachet, Promotie",TRUE,Title,Default,BDL-WIN11-OFF2021,89.00,188.00,FALSE,TRUE,999,continue,,Pachet Windows 11 Pro + Office 2021,Pachet Windows 11 Pro + Office 2021 Pro Plus. 89 lei in loc de 188 lei. Economie 99 lei. Livrare instant.
bundle-win11-office2024-adobe,Pachet Windows 11 Pro + Office 2024 + Adobe Acrobat 2020,"<p>Pachetul <strong>complet</strong> pentru productivitate maxima: Windows 11 Pro + Office 2024 Pro Plus + Adobe Acrobat Pro 2020.</p><ul><li>Windows 11 Pro</li><li>Office 2024 Pro Plus LTSC</li><li>Adobe Acrobat Pro 2020</li><li>Economie: 210 lei fata de cumpararea separata</li><li>Livrare: Instant prin email</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Bundle,"Bundle, Windows 11, Office 2024, Adobe Acrobat, Pachet Premium, Promotie",TRUE,Title,Default,BDL-WIN11-OFF2024-ADO,189.00,399.00,FALSE,TRUE,999,continue,,Pachet Windows 11 + Office 2024 + Adobe,Pachet complet Windows 11 Pro + Office 2024 + Adobe Acrobat. 189 lei in loc de 399 lei. Livrare instant.
bundle-office2024-adobe,Pachet Office 2024 Pro Plus + Adobe Acrobat 2020,"<p>Pachetul <strong>Office 2024 Pro Plus + Adobe Acrobat Pro 2020</strong> pentru munca cu documente si PDF-uri.</p><ul><li>Office 2024 Pro Plus LTSC</li><li>Adobe Acrobat Pro 2020</li><li>Economie: 100 lei fata de cumparare separata</li><li>Livrare: Instant prin email</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Bundle,"Bundle, Office 2024, Adobe Acrobat, PDF, Pachet, Promotie",TRUE,Title,Default,BDL-OFF2024-ADO,149.00,249.00,FALSE,TRUE,999,continue,,Pachet Office 2024 + Adobe Acrobat,Pachet Office 2024 Pro Plus + Adobe Acrobat 2020. 149 lei in loc de 249 lei. Livrare instant.
visual-studio-professional-2022,Visual Studio Professional 2022,"<p>Licenta <strong>Microsoft Visual Studio Professional 2022</strong> — cel mai popular IDE pentru dezvoltare software.</p><ul><li>Include: IDE complet pentru C#, C++, Python, JavaScript, TypeScript</li><li>Azure DevOps integration</li><li>Livrare: Instant prin email</li><li>Compatibil: Windows 10/11</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Visual Studio, Developer, IDE, Professional, Microsoft",TRUE,Title,Default,VS-PRO-2022,79.00,159.00,FALSE,TRUE,999,continue,,Visual Studio Professional 2022,Microsoft Visual Studio Professional 2022. 79 lei in loc de 159 lei. IDE dezvoltare software. Livrare instant.
project-professional-2021,Project Professional 2021,"<p>Licenta <strong>Microsoft Project Professional 2021</strong> pentru managementul proiectelor.</p><ul><li>Planificare si tracking proiecte</li><li>Grafice Gantt avansate</li><li>Integrare cu Microsoft 365</li><li>Livrare: Instant prin email</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Project, Microsoft Project, Management, Professional, 2021",TRUE,Title,Default,PROJ-PRO-2021,39.00,99.00,FALSE,TRUE,999,continue,,Project Professional 2021,Microsoft Project Professional 2021. 39 lei in loc de 99 lei. Management proiecte. Livrare instant.
project-professional-2019,Project Professional 2019,"<p>Licenta <strong>Microsoft Project Professional 2019</strong> pentru planificarea si managementul proiectelor.</p><ul><li>Grafice Gantt si vizualizari proiecte</li><li>Livrare: Instant prin email</li><li>Garantie: 30 de zile</li></ul>",Microsoft,Software License,"Project, Microsoft Project, Management, Professional, 2019",TRUE,Title,Default,PROJ-PRO-2019,29.00,49.00,FALSE,TRUE,999,continue,,Project Professional 2019,Microsoft Project Professional 2019. 29 lei in loc de 49 lei. Livrare instant. Garantie 30 zile.
adobe-acrobat-pro-2020,Adobe Acrobat Pro 2020,"<p>Licenta <strong>Adobe Acrobat Pro 2020</strong> — solutia completa pentru lucrul cu fisiere PDF.</p><ul><li>Creare, editare si semnare PDF-uri</li><li>Conversie Word/Excel la PDF si invers</li><li>Protectie documente cu parola</li><li>Livrare: Instant prin email</li><li>Compatibil: Windows 10/11</li><li>Garantie: 30 de zile</li></ul>",Adobe,Software License,"Adobe, Acrobat, PDF, Pro, 2020",TRUE,Title,Default,ADOBE-ACR-PRO-2020,99.00,149.00,FALSE,TRUE,999,continue,,Adobe Acrobat Pro 2020,Adobe Acrobat Pro 2020. 99 lei in loc de 149 lei. Editare PDF profesionala. Livrare instant.
adobe-acrobat-2019-pro-dc,Adobe Acrobat 2019 Pro DC,"<p>Licenta <strong>Adobe Acrobat 2019 Pro DC</strong> pentru lucrul cu documente PDF.</p><ul><li>Creare si editare PDF</li><li>Conversie documente</li><li>Livrare: Instant prin email</li><li>Garantie: 30 de zile</li></ul>",Adobe,Software License,"Adobe, Acrobat, PDF, Pro DC, 2019",TRUE,Title,Default,ADOBE-ACR-2019,79.00,99.00,FALSE,TRUE,999,continue,,Adobe Acrobat 2019 Pro DC,Adobe Acrobat Pro DC 2019. 79 lei in loc de 99 lei. Editare PDF. Livrare instant. Garantie 30 zile.
